Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,predicted_label,probabilities
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",2,"[0.0005979837151244283, 0.09448599070310593, 0.9049160480499268]"
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",1,"[0.0031055565923452377, 0.5935153365135193, 0.4033791422843933]"
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",2,"[0.027623334899544716, 0.01455073431134224, 0.9578259587287903]"
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",2,"[0.02562757208943367, 0.3804093599319458, 0.593963086605072]"
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",2,"[0.010322838090360165, 0.44087252020835876, 0.5488047003746033]"
159,3,0,3,0,1,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",1,"[0.0016409739619120955, 0.9783385396003723, 0.020020516589283943]"
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",1,"[0.004156622104346752, 0.8348667025566101, 0.16097667813301086]"
161,3,0,2,1,1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",1,"[0.00011771731078624725, 0.9916574358940125, 0.008224805817008018]"
162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",1,"[8.602795423939824e-05, 0.9949389696121216, 0.004975097719579935]"
163,3,0,3,0,1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",1,"[0.007427288684993982, 0.526650071144104, 0.4659225642681122]"
164,3,0,3,0,1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",1,"[0.031331997364759445, 0.871602475643158, 0.09706558287143707]"
165,3,0,3,0,1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",1,"[0.011495628394186497, 0.7644143104553223, 0.2240900695323944]"
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",1,"[2.50533612415893e-05, 0.9977974891662598, 0.0021773851476609707]"
167,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",2,"[0.003355407854542136, 0.0005330943968147039, 0.9961115717887878]"
168,3,0,3,0,1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",1,"[0.0014588373014703393, 0.9493026733398438, 0.049238476902246475]"
169,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",2,"[0.0038861201610416174, 0.3035699129104614, 0.6925439834594727]"
170,3,0,3,0,1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",1,"[8.260579488705844e-05, 0.9965673685073853, 0.003349998500198126]"
171,3,0,3,0,1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",1,"[0.0015568594681099057, 0.7221832871437073, 0.2762598395347595]"
172,3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",2,"[0.0022266393061727285, 0.005795512814074755, 0.9919778108596802]"
173,6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",2,"[0.0005078524700365961, 0.19910834729671478, 0.8003838062286377]"
174,3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",2,"[0.0029619543347507715, 0.4626447260379791, 0.5343933701515198]"
175,3,0,3,0,1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",1,"[0.0003096187429036945, 0.9711187481880188, 0.028571559116244316]"
176,3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",2,"[0.0010817263973876834, 0.19165679812431335, 0.8072615265846252]"
177,3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",2,"[0.027202071622014046, 0.11585555970668793, 0.856942355632782]"
178,3,0,3,0,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",1,"[0.00434378907084465, 0.7182264924049377, 0.2774297297000885]"
179,3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",2,"[0.06122252345085144, 0.22622480988502502, 0.7125527262687683]"
180,3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",2,"[0.007987738586962223, 0.04196466505527496, 0.9500476121902466]"
181,3,0,3,0,1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",1,"[0.0015622316859662533, 0.6467605829238892, 0.351677268743515]"
182,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",1,"[0.00033739747595973313, 0.995519757270813, 0.004142869263887405]"
183,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",1,"[0.0016239883843809366, 0.8000872731208801, 0.19828873872756958]"
184,3,0,3,0,1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",2,"[0.022885974496603012, 0.19756221771240234, 0.7795518040657043]"
185,3,0,3,0,1,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",1,"[0.008076760917901993, 0.7138798236846924, 0.2780434489250183]"
186,3,3,0,0,0,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",0,"[0.6192388534545898, 0.15251508355140686, 0.22824616730213165]"
187,3,0,3,0,1,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",1,"[0.00013917751493863761, 0.9717214703559875, 0.028139440342783928]"
188,3,0,1,2,2,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",1,"[0.03448796644806862, 0.8025796413421631, 0.16293247044086456]"
189,3,0,1,2,2,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",1,"[0.0022740657441318035, 0.9479396343231201, 0.049786295741796494]"
190,3,0,1,2,2,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",1,"[0.0007307651685550809, 0.8541592359542847, 0.14511002600193024]"
191,3,0,3,0,1,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",1,"[0.01041145995259285, 0.5442354083061218, 0.44535309076309204]"
192,3,0,0,3,2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",1,"[0.00711914012208581, 0.6879968047142029, 0.3048841059207916]"
193,3,1,2,0,1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",2,"[0.3916712999343872, 0.04203148931264877, 0.566297173500061]"
194,3,0,3,0,1,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",2,"[0.06454681605100632, 0.34792959690093994, 0.5875235795974731]"
195,3,0,3,0,1,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",2,"[0.056662578135728836, 0.05053950846195221, 0.8927979469299316]"
196,3,0,3,0,1,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",1,"[0.0020470477174967527, 0.7652232646942139, 0.2327296882867813]"
197,3,0,3,0,1,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",1,"[0.00015927007189020514, 0.9695032835006714, 0.03033745288848877]"
198,6,0,0,6,2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",1,"[0.0025966372340917587, 0.9930532574653625, 0.0043500736355781555]"
199,3,0,3,0,1,"""@MvckFadden: ""Stay beautiful you bitch""""",1,"[0.00180996919516474, 0.9320812225341797, 0.06610888242721558]"
200,3,0,3,0,1,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",2,"[0.0018387428717687726, 0.1891566663980484, 0.809004545211792]"
201,3,0,3,0,1,"""@NastyCopper: Money getting taller and bitches getting blurry""",2,"[0.020995469763875008, 0.3570705056190491, 0.6219340562820435]"
